1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01
1.700000000000000000e+01,1.700000000000000000e+01,2.000000000000000000e+01,2.000000000000000000e+01,2.200000000000000000e+01
3.100000000000000000e+01,3.100000000000000000e+01,3.200000000000000000e+01,3.100000000000000000e+01,3.000000000000000000e+01
7.600000000000000000e+01,5.700000000000000000e+01,5.700000000000000000e+01,7.600000000000000000e+01,5.800000000000000000e+01
1.120000000000000000e+02,1.130000000000000000e+02,1.110000000000000000e+02,1.500000000000000000e+02,1.120000000000000000e+02
2.160000000000000000e+02,2.170000000000000000e+02,2.180000000000000000e+02,2.300000000000000000e+02,2.180000000000000000e+02
4.320000000000000000e+02,4.370000000000000000e+02,6.410000000000000000e+02,6.470000000000000000e+02,4.450000000000000000e+02
9.090000000000000000e+02,1.265000000000000000e+03,8.900000000000000000e+02,9.110000000000000000e+02,8.660000000000000000e+02
3.899000000000000000e+03,2.327000000000000000e+03,2.056000000000000000e+03,2.534000000000000000e+03,2.539000000000000000e+03
3.525000000000000000e+03,3.706000000000000000e+03,3.569000000000000000e+03,3.450000000000000000e+03,3.382000000000000000e+03
6.393000000000000000e+03,6.715000000000000000e+03,6.532000000000000000e+03,6.445000000000000000e+03,6.507000000000000000e+03
